Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880710,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,24/3/2020,Não,4/9/2020,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, negou referendo ao indeferimento da medida cautelar tão somente em relação aos artigos 29 e 31 da Medida Provisória 927/2020 e, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, suspendeu a eficácia desses artigos, vencidos, em maior extensão, os Ministros Edson Fachin, Roberto Barroso, Rosa Weber e Ricardo Lewandowski, nos termos de seus votos, e os Ministros Marco Aurélio (Relator), Dias Toffoli (Presidente) e Gilmar Mendes, que referendavam integralmente o indeferimento da medida cautelar. Ausente, justificadamente, o Ministro Celso de Mello. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Final,Extinto o processo,"Em 05/08/2020: ""(...) 3. Assento a perda de objeto desta ação.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"Em 14/04/2020: ""(...) 3. Admito a Central Única dos Trabalhadores – CUT, a União Geral
dos Trabalhadores – UGT, a Central dos Trabalhadores e Trabalhadoras
do Brasil – CTB, a Força Sindical – FS, a Central dos Sindicatos Brasileiros
– CSB, a Nova Central Sindical dos Trabalhadores – NCST e o Sindicato
Nacional dos Auditores Fiscais do Trabalho – SINAIT como terceiros
interessados no processo, recebendo-o no estágio em que se encontra. (...)""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"EM 14/05/2020: ""(...) 3. Admito a Federação das Indústrias do Estado de Minas Gerais
como terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"Em 14/05/2020: ""(...) 3. Admito o Conselho Federal de Enfermagem – COFEN como
terceiro interessado no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"Em 20/05/2020: ""(...) 3. Admito a Confederação Nacional da Indústria – CNI como
terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"Em 30/06/2020: ""(...) 3. Admito a Confederação Nacional do Comércio de Bens, Serviços e
Turismo – CNC como terceira interessada no processo, recebendo-o no
estágio em que se encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6342,ADI-6342,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Liminar,Liminar indeferida ad referendum,"Indefiro a medida liminar pleiteada, no que o implemento
pressupõe não só relevância maior do pedido como risco de manter-se preceitos normativos com plena vigência, entendendo-se este último como irreparável. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA3 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6343,ADI-6343,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5880968,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,24/3/2020,Sim,,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, concedeu parcialmente a cautelar para i) suspender parcialmente, sem redução de texto, o disposto no art. 3º, VI, b, e §§ 6º e 7º, II, a fim de excluir estados e municípios da necessidade de autorização ou observância ao ente federal; e ii) conferir interpretação conforme aos referidos dispositivos no sentido de que as medidas neles previstas devem ser precedidas de recomendação técnica e fundamentada, devendo ainda ser resguardada a locomoção dos produtos e serviços essenciais definidos por decreto da respectiva autoridade federativa, sempre respeitadas as definições no âmbito da competência constitucional de cada ente federativo, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, vencidos o Ministro Marco Aurélio (Relator), que trazia a referendo o indeferimento da medida liminar, e, em parte, os Ministros Edson Fachin e Rosa Weber, que deferiam parcialmente a medida cautelar para conferir interpretação conforme ao inciso II do § 7º do art. 3º da Lei nº 13.979/2020. Afirmou suspeição o Ministro Roberto Barroso, ausente justificadamente. Presidência do Ministro Dias Toffoli. Plenário, 06.05.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6343,ADI-6343,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881008,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Sim,,Decisão Interlocutória,Deferido,"em 07.04.2020: ""(...)Admito a Federação Brasileira de Telecomunicações – Febratel
como terceira interessada no processo, recebendo-o no estágio em que se
encontra.
4. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6343,ADI-6343,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881008,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Sim,,Decisão Interlocutória,Deferido,"em 22.06.2020: ""(...)Admito a Confederação Nacional do Transporte – CNT como
terceira interessada no processo, recebendo-o no estágio em que se
encontra.
4. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6343,ADI-6343,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881008,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Sim,,Decisão Liminar,Liminar indeferida ad referendum,"Em 25.3.2020;

[...]

3. Indefiro a liminar pleiteada.


4. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado. Remetam cópia ao Presidente do Tribunal, ministro Dias Toffoli, aos demais Ministros, aos Presidentes da República, da Câmara dos Deputados e do Senado Federal, bem como ao Procurador-Geral da República.


Sem prejuízo da submissão ao Colegiado, solicitem informações, colham a manifestação do Advogado-Geral da União e o parecer do Procurador-Geral da República.

[...]",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881008,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,24/3/2020,Não,12/11/2020,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, negou referendo ao indeferimento da medida cautelar tão somente em relação aos artigos 29 e 31 da Medida Provisória 927/2020 e, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, suspendeu a eficácia desses artigos, vencidos, em maior extensão, os Ministros Edson Fachin, Rosa Weber e Ricardo Lewandowski, e, em menor extensão por dar interpretação conforme ao citado art. 31, o Ministro Roberto Barroso, nos termos de seus votos, e os Ministros Marco Aurélio (Relator), Dias Toffoli (Presidente) e Gilmar Mendes, que referendavam integralmente o indeferimento da medida cautelar. Ausente, justificadamente, o Ministro Celso de Mello. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,12/11/2020,Decisão Final,Prejudicado,"em 5.8.2020 ""(...) 3. Assento a perda de objeto desta ação.
4. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,12/11/2020,Decisão Interlocutória,Deferido,"Em 14/04/2020: ""(...) 3. Admito a Central Única dos Trabalhadores – CUT, a União Geral
dos Trabalhadores – UGT, a Central dos Trabalhadores e Trabalhadoras
do Brasil – CTB, a Força Sindical – FS, a Central dos Sindicatos Brasileiros
– CSB e a Nova Central Sindical dos Trabalhadores – NCST como
terceiras interessadas no processo, recebendo-o no estágio em que se
encontra. (...)""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,12/11/2020,Decisão Interlocutória,Deferido,"Em 14/05/2020: ""(...) 3. Admito a Federação das Indústrias do Estado de Minas Gerais
como terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,12/11/2020,Decisão Interlocutória,Deferido,"Em 20/05/2020: ""(...) 3. Admito a Confederação Nacional da Indústria – CNI como
terceira interessada no processo, recebendo-o no estágio em que se
encontra.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6344,ADI-6344,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,12/11/2020,Decisão Liminar,Liminar indeferida,"Em 28/03/2020;

3. Indefiro a liminar pleiteada, no que o implemento pressupõe não só relevância maior do pedido, como risco de manter-se preceitos normativos com plena vigência, entendendo-se este último como irreparável.


4. Submeto esta decisão ao crivo do Plenário, tão logo se reúna em Sessão própria à atividade a ser desenvolvida em colegiado. Remetam cópia ao Presidente do Tribunal, ministro Dias Toffoli, aos demais Ministros, aos Presidentes da República, da Câmara dos Deputados e do Senado Federal, bem como ao Procurador-Geral da República.


Sem prejuízo da submissão ao Colegiado, solicitem informações, colham a manifestação do Advogado-Geral da União e o parecer do Procurador-Geral da República.


5. Publiquem.

",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6345,ADI-6345,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881143,MIN. LUIZ FUX,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,24/3/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","... Percebe-se, pois, que a matéria se reveste de grande relevância e apresenta especial significado para a ordem social e a segurança jurídica. Nesse particular, enfatizo a conveniência de que decisão venha a ser tomada em caráter definitivo, mediante a adoção do rito abreviado previsto no artigo 12 da Lei federal 9.868/1999.
Ex positis, notifiquem-se as autoridades requeridas, para que prestem informações no prazo de 10 (dez) dias. Após, dê-se vista ao Advogado-Geral da União e à Procuradora-Geral da República, para que cada qual se manifeste, sucessivamente, no prazo de 5 (cinco) dias.
À Secretaria Judiciária para as devidas providências.
Publique-se. Intimem-se.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL PENAL",Decisões,,,,,,,,
ADI,6346,ADI-6346,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881168,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,24/3/2020,Não,4/9/2020,Decisão Liminar,Liminar referendada em parte,"Decisão: O Tribunal, por maioria, negou referendo ao indeferimento da medida cautelar tão somente em relação aos artigos 29 e 31 da Medida Provisória 927/2020 e, nos termos do voto do Ministro Alexandre de Moraes, Redator para o acórdão, suspendeu a eficácia desses artigos, vencidos, em maior extensão, os Ministros Edson Fachin, Roberto Barroso, Rosa Weber e Ricardo Lewandowski, nos termos de seus votos, e os Ministros Marco Aurélio (Relator), Dias Toffoli (Presidente) e Gilmar Mendes, que referendavam integralmente o indeferimento da medida cautelar. Ausente, justificadamente, o Ministro Celso de Mello. Plenário, 29.04.2020 (Sessão realizada inteiramente por videoconferência - Resolução 672/2020/STF).   ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6346,ADI-6346,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881206,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Final,Prejudicado,"""Considerado o término, em 19 de julho de 2020, do período de
vigência da Medida Provisória nº 927/2020, ausente conversão em lei,
surgem esgotados os efeitos jurídicos, a sinalizar o prejuízo. Assento a perda de objeto desta ação.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6346,ADI-6346,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881206,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"""Admito a Confederação Nacional da Indústria – CNI como
terceira interessada no processo, recebendo-o no estágio em que se
encontra. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6346,ADI-6346,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5881206,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,24/3/2020,Não,4/9/2020,Decisão Interlocutória,Deferido,"""Admito a Federação das Indústrias do Estado de Minas Gerais
como terceira interessada no processo, recebendo-o no estágio em que se encontra. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO3 - DIREITO DA SAÚDE | PÚBLICA | VIGILÂNCIA SANITÁRIA E EPIDEMOLÓGICA4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
